engine_id,role,target_month,pilot_window,evaluation_clock,required_sources,required_history,source_coverage,source_binding,lineage_status,evidence_class,PIT_status,future_information_status,reproducibility_status,readiness_status,blocker_code,evidence_reference
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2025-11,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2025-12,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-01,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-02,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-03,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-04,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-05,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-06,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-07,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
CAUSAL_PATCH,MONTHLY_H1_EXPERT,2026-08,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""FROZEN_CAUSAL_PATCH_INPUTS""]",frozen L=252/P=21/D=32 origin-safe history,2023-01..2026-07,EXACT_GOVERNED_IDENTITY_ONLY,IMMUTABLE_GITHUB_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_TO_REPLAY,CELL_REPLAY_NOT_YET_EXECUTED,gold_axis_2026/patch_repro_v1/locked_replay_v7_daily_feature_pit_evidence.json
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-01,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-02,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-03,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-04,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-05,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-06,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-07,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-08,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-09,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-10,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-11,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2025-12,RETROSPECTIVE_VALIDATION_WINDOW,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2026-01,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
VW_MIDAS_MSVR_SUCCESSOR_V1,MONTHLY_H1_EXPERT,2026-02,RETROSPECTIVE_FROZEN_OOS_TEST,PRIOR_MONTH_END_ORIGIN,"[""XAU_STAKTRAKR_RESEARCH_DAILY_R1"",""XAG_STAKTRAKR_RESEARCH_DAILY_R1"",""XPT_STAKTRAKR_RESEARCH_DAILY_R1"",""XPD_STAKTRAKR_RESEARCH_DAILY_R1"",""GPR_OFFICIAL_GIT_PIT"",""CORE5_GOLD_USD_OZ_RESEARCH_R1""]",frozen four-metal/GPR origin-local training and target-anchor history,2010-01..2026-07 four-metal; GPR PIT through 2026-07,EXACT_GOVERNED_IDENTITY_ONLY,PRODUCTION_SOURCE_LINEAGE_AND_CANONICAL_MANIFEST_REPLAY_EVIDENCE,HISTORICAL_REPLAY,PASS,ZERO_FUTURE_INFORMATION_REQUIRED_NO_PERFORMANCE_INPUTS_READ,PASS,READY_PROVEN,NONE,GOLD_CONTROL_PROJECT_MANIFEST.md#source-to-model-binding
